ECOCYC	Fig6_neg_replicate1	Fig6_neg_replicate2	Fig6_pos_replicate1	Fig6_pos_replicate2
EG10333	4.51781E-05	4.72282E-05	3.22501E-05	3.3729E-05
EG10334	0.000534652	0.000592624	0.00058681	0.000515856
EG12908	2.49344E-06	8.73617E-06	3.21376E-07	5.87211E-06
G7723	7.33774E-06	1.50618E-05	4.20333E-07	2.51353E-05
G7724	0	1.66237E-05	6.72685E-06	1.28928E-05
G7726	4.77513E-06	7.43574E-06	5.47075E-06	1.63571E-05
G7727	3.24735E-05	3.77439E-05	2.70219E-05	1.56123E-05
EG50010	2.66748E-05	0.000143121	3.37028E-05	0.000126765
G6208	1.15008E-05	0.000192396	2.06235E-05	0.000115618
G6209	7.55486E-05	0.000344587	0.00013087	0.000328664
EG10335	0.000930466	0.001251168	0.00088389	0.001177636
EG11091	6.76624E-05	0.000126748	7.87471E-05	0.00010384
EG10336	0.000378825	0.000552357	0.000402046	0.000554271
G7990	0.00033849	0.000517694	0.000380956	0.000558274
EG10337	0.000331313	0.000569229	0.000293078	0.000508883
EG11864	0	0	3.84788E-06	0
EG11863	1.43605E-06	4.02513E-06	8.88431E-07	0
EG11861	2.38438E-07	5.16432E-06	0	7.75928E-06
EG11862	2.33629E-06	2.97657E-06	1.60598E-06	9.33676E-06
EG11909	3.89746E-06	1.48968E-05	1.60748E-05	1.55758E-05
EG11908	6.1782E-06	9.34726E-06	5.17593E-06	2.31474E-05
EG11912	0	1.08749E-05	3.77194E-06	2.08848E-06
G7246	1.00247E-06	2.38412E-05	1.72276E-07	2.03175E-05
G7250	0	9.09902E-05	5.25995E-06	5.67915E-05
G7249	1.00247E-06	6.17316E-05	3.44552E-07	2.91886E-05
G6428	1.5725E-05	2.16374E-05	1.16742E-05	2.0469E-05
EG11905	1.88701E-05	1.12194E-05	3.3077E-05	1.07732E-05
G6256	1.05879E-05	2.30629E-05	1.30303E-05	1.81344E-05
EG10921	2.84718E-05	3.52078E-05	3.54017E-05	3.01195E-05
G7033	0.000194448	0.000107529	0.000190258	8.21968E-05
EG12073	3.15931E-06	1.4088E-05	1.18087E-05	2.02915E-05
EG10339	0.000450047	0.000513229	0.000438853	0.000549128
G7424	5.34652E-05	0.000171997	3.9968E-05	8.24148E-05
EG10340	6.66996E-05	8.10081E-05	5.91331E-05	8.00742E-05
EG11506	0.0006569	0.000767184	0.000667557	0.000746376
EG10341	8.54353E-05	0.000114563	7.54387E-05	0.000125309
G6464	0.000188447	0.000202407	0.000188058	0.000225914
EG11086	0.000219908	0.000219205	0.000179754	0.000265409
EG11529	5.60382E-05	5.75594E-05	4.61355E-05	6.24979E-05
EG11376	5.90274E-05	0.000109046	6.11678E-05	0.000101099
EG10342	0.000351287	0.00040728	0.000298051	0.000397958
EG10344	0.000159777	0.000257764	0.000187197	0.000291442
EG10345	3.74105E-05	0.000108872	3.16714E-05	0.000112636
EG10346	9.85348E-05	9.70882E-05	0.000115127	0.000118566
EG10347	0.001414711	0.001404395	0.001532251	0.001459525
EG10348	1.86633E-05	1.88585E-05	2.65433E-05	1.21248E-05
EG10349	1.99591E-05	1.79499E-05	2.44539E-05	1.89022E-05
EG10350	1.23433E-05	1.98448E-05	1.69697E-05	1.51007E-05
EG10351	4.31909E-05	9.57204E-05	6.69888E-05	6.65152E-05
EG10352	1.32993E-05	1.16995E-05	1.33865E-05	9.21978E-06
EG10353	0.000163507	0.000100892	0.000198552	8.3916E-05
EG10355	3.15482E-05	1.13046E-05	2.33807E-05	5.06569E-06
EG10356	0.000687957	0.000669067	0.000711968	0.000591966
EG10357	1.77243E-06	3.87117E-06	5.22162E-06	1.17092E-05
EG10358	0.000137524	0.000119584	0.000118526	9.9203E-05
G6903	3.57453E-05	1.01203E-05	6.14287E-06	9.52349E-05
EG11162	7.11401E-05	0.000131267	0.000103706	0.000166661
EG10359	0.000660528	0.000354212	0.00052235	0.000337157
EG10360	0.004887217	0.006046723	0.004976217	0.00646179
G7832	6.7319E-05	5.68076E-05	8.02307E-05	4.49221E-05
EG11329	0.000800384	0.000318277	0.000605087	0.000203582
EG11330	0.000224142	8.87426E-05	0.000216688	8.56502E-05
EG10361	0.0006078	0.000294485	0.000542116	0.000197384
EG50009	0.000310167	0.000101258	0.000287281	6.6277E-05
EG11490	0.000626882	0.000226028	0.000612621	0.000133574
G6786	0.000578301	0.000193018	0.000512306	0.000124624
EG11544	0.000220362	5.03142E-05	0.000223144	2.57026E-05
G0-16680	6.41582E-05	7.00639E-05	8.97804E-05	7.84903E-06
EG12242	0.000111551	5.612E-05	0.000120329	5.78072E-05
EG12243	0.000223426	9.85353E-05	0.000185552	8.39799E-05
G0-8914	7.86846E-06	0	4.05661E-06	1.34766E-05
EG10362	0.000268177	0.000143148	0.000289204	0.000123609
G7093	0.000187989	0.000197907	0.000193356	0.000202134
EG10363	0.000177482	0.000111443	0.000160549	0.000141112
EG11698	0.000197097	0.000186293	0.000235034	0.000172219
EG12148	0.000100446	5.4084E-05	8.26095E-05	5.17136E-05
EG10364	0.00012527	0.000177621	0.000160417	0.000146728
EG10365	0.0005312	0.000371055	0.000491961	0.000322481
EG10366	0.000149764	8.77918E-05	0.000169208	8.9368E-05
EG11319	0.000132587	0.000146712	0.000136711	0.000139081
EG10367	0.004816342	0.002571236	0.004464496	0.00263904
G8205	0.000929461	0.000544587	0.00090124	0.000559422
EG12522	1.64477E-05	3.0081E-05	1.69593E-05	2.8625E-05
EG11175	7.64188E-06	1.29816E-05	1.31327E-05	2.92935E-05
EG10016	5.40893E-06	1.44717E-05	5.57718E-07	1.38961E-05
EG12760	6.24762E-07	1.87056E-05	6.44196E-07	5.8853E-06
EG11176	2.73307E-05	1.26075E-05	1.89492E-05	4.03538E-05
EG12414	0.007954838	0.006039194	0.008067497	0.005788201
EG12415	0.006287616	0.004865752	0.005825378	0.003789347
EG12416	0.003119728	0.00196212	0.002958709	0.001719383
EG12417	0.002506176	0.00234576	0.002170657	0.00179972
EG12162	0.000670872	0.000563303	0.000592509	0.000504044
EG12419	0.007236782	0.00491298	0.007623335	0.005472666
G7128	0.01107651	0.007784247	0.01050693	0.007049872
EG10369	0.00021209	0.000171328	0.000207177	0.000152651
EG11583	1.40414E-06	2.38526E-06	1.20651E-06	1.60328E-06
EG11795	1.49912E-05	4.10932E-05	2.38889E-05	4.35715E-05
G0-8867	0	1.28961E-05	4.17476E-06	1.38692E-05
EG10371	8.66136E-05	8.03788E-05	7.93848E-05	2.56402E-05
EG11810	5.68807E-05	3.95623E-05	7.63049E-05	4.00126E-05
EG11149	0.000211789	0.000156706	0.000178604	0.000157063
EG11442	0.000120729	6.50197E-05	0.000104849	0.000140243
EG10372	0.0002895	0.000349073	0.000352575	0.000369886
EG11616	7.21275E-05	7.35157E-05	7.978E-05	5.39066E-05
G6508	4.08851E-06	4.86173E-05	8.43139E-06	3.50128E-05
G6507	0	3.62449E-05	0	5.31544E-05
G6506	0	1.8493E-05	0	2.39043E-05
G6505	0	2.0523E-05	0	1.26026E-05
G6504	3.29233E-06	2.65659E-05	2.64036E-06	1.31575E-05
EG10374	0.000131592	6.58432E-05	0.000114716	4.87649E-05
G7830	0	4.11458E-05	1.44781E-06	1.44295E-05
G0-10472	2.39671E-06	2.7482E-05	0	8.20991E-06
G6539	5.5515E-05	9.8455E-05	7.41854E-05	8.74762E-05
EG12272	0.000248934	0.000143864	0.000303867	0.000169225
EG11939	6.79602E-06	1.02328E-05	7.64446E-06	2.01051E-05
G7503	3.65814E-06	4.27229E-06	1.25731E-06	5.22121E-06
G7542	1.48673E-05	1.32593E-05	1.17528E-05	1.35807E-05
EG20080	4.10884E-05	3.40024E-05	4.57321E-05	4.20928E-05
G7546	0.000403945	0.000218083	0.000360301	0.000168062
G7545	8.06255E-06	1.20432E-05	2.58E-06	1.57138E-05
G7544	2.37623E-06	4.0366E-06	1.63343E-06	3.39156E-06
G0-8601	7.49561E-06	3.03858E-05	1.26471E-05	2.04242E-05
G7543	5.04553E-05	3.01736E-05	1.38025E-05	2.82178E-05
EG11904	2.56865E-05	4.81266E-05	4.28443E-05	3.42897E-05
EG11981	0.000356589	0.000369612	0.00039222	0.000362954
EG10377	0.000540334	0.000513904	0.000576333	0.000533455
EG10378	0.000417028	0.000366845	0.00040857	0.000384728
EG10379	0.000877497	0.00062889	0.000854361	0.000635451
EG10380	0.000385853	0.000348352	0.000440891	0.000354505
EG11381	7.46916E-05	0.000105735	5.77613E-05	0.000167016
EG10381	0.000240203	0.000274541	0.000243972	0.000239173
EG12957	0.000190382	0.00029976	0.00014912	0.000312027
EG11553	0.000355939	0.000400275	0.000333267	0.000406243
EG10382	0.000160886	0.000149814	0.000149913	0.000193202
EG11198	0.000119238	0.000161604	0.000135806	0.000188594
G0-8910	9.06583E-06	0.000121279	7.01088E-06	0.000120338
G0-8873	9.69833E-06	3.39796E-05	0	1.24581E-05
EG10383	0.004601804	0.003095585	0.005651308	0.003566243
EG10384	0.000123017	0.000114414	0.000114159	9.90274E-05
EG11411	6.10019E-05	6.63899E-05	5.373E-05	6.2528E-05
EG11602	7.48625E-05	0.000125115	8.26401E-05	0.000112884
EG10385	0.000315877	0.000230991	0.000298561	0.000198575
EG10386	0.004096591	0.002829427	0.004434706	0.002454498
EG12191	0.000350599	0.000172404	0.00042239	0.000223339
EG10387	0.000461908	0.000322333	0.000504125	0.000321758
EG10388	0.000867545	0.000697153	0.000901047	0.000518381
EG10389	0.000502395	0.000376993	0.00051267	0.000391214
EG10390	0.000161051	0.000196891	0.000167868	0.000183606
EG30028	2.22415E-05	7.08424E-06	3.44001E-05	0
EG30029	0	0	0	9.52349E-06
EG30030	5.56038E-06	0	5.73334E-06	0
EG30031	0	0	0	0
G6891	0.000174784	0.000306029	0.000160196	0.000260846
G6099	0.000216789	0.000122287	0.000188268	0.00011432
G6475	0.000340444	0.000714983	0.000366961	0.00061065
EG10391	4.09604E-06	3.229E-05	3.69553E-06	4.34082E-05
EG10392	1.3239E-06	1.39155E-05	3.4127E-06	1.70062E-05
EG10393	8.75374E-06	2.18594E-05	2.88833E-06	6.59688E-06
EG10394	4.12598E-05	0.000134417	2.34131E-05	0.00015414
EG10395	7.6519E-06	1.13738E-05	5.25995E-06	8.08186E-05
EG10396	0.000254851	0.000567116	0.000213984	0.000590152
EG10397	1.05386E-05	6.45765E-05	2.0698E-05	5.58689E-05
EG10398	0.000154209	0.000280623	0.000113983	0.000338908
EG10399	5.4597E-05	9.71863E-05	3.83288E-05	6.49932E-05
EG10400	1.98061E-05	2.5935E-05	1.98549E-05	6.03071E-05
EG10401	1.56501E-05	5.35618E-05	6.96101E-06	5.9916E-05
EG11517	1.15497E-05	4.9926E-05	1.70129E-05	2.33142E-05
G7345	1.81063E-05	0.000107529	1.38516E-05	9.95365E-05
EG11285	2.03047E-05	7.64142E-05	1.70712E-05	6.79485E-05
G6261	8.04556E-05	1.82231E-05	7.6506E-05	2.22011E-05
G6810	1.79947E-05	5.04379E-05	2.3657E-05	3.46729E-05
EG10402	0.001855841	0.002080995	0.001965813	0.002286305
EG10403	0.000430209	0.000926501	0.000436266	0.001121588
EG10404	0.000643911	0.001213157	0.000643637	0.001375168
EG11514	1.68992E-05	9.16784E-05	9.55557E-06	0.000106439
G6359	0.000999216	0.000614902	0.001026987	0.00047146
EG12661	0.000141823	0.00011831	0.000106195	0.000108923
EG12662	8.217E-05	0.000136962	0.000178371	0.000105817
EG12663	9.19071E-05	8.19664E-05	7.69974E-05	6.39491E-05
EG10405	5.39534E-05	0.000127371	5.75952E-05	0.000128284
EG10406	3.94206E-05	4.75807E-05	4.5282E-05	4.56038E-05
EG30032	0.000109744	0.00027265	7.92107E-05	0.000281945
EG30033	2.74361E-05	1.3982E-05	6.22369E-05	4.69909E-05
EG30034	1.09744E-05	3.49551E-05	5.6579E-06	9.39818E-06
EG30035	0.000115232	0.000398488	0.000158421	0.000460511
EG10407	0.000127818	0.000138083	0.000118736	0.00014376
EG11362	2.11438E-05	2.34995E-05	2.45847E-05	2.00332E-05
EG11709	0	0	0	1.02877E-05
EG11710	0	6.71947E-06	3.88438E-07	1.22592E-05
				
G6283	3.63899E-06	7.41805E-06	8.25481E-06	3.11633E-06
G6278	2.84661E-06	1.81337E-06	1.95677E-06	1.05636E-05
EG10408	0.000763554	0.000587246	0.000914866	0.000626545
EG10409	0.000182907	0.000181184	0.000227259	0.000215375
EG10410	0.000184943	0.000218687	0.000208976	0.000257065
EG30036	3.89226E-05	8.50108E-05	6.88001E-05	1.9047E-05
EG30037	0	2.15399E-05	0	5.79131E-05
EG30038	0.00013718	8.38923E-05	0.000152763	4.69909E-05
EG30039	4.93849E-05	9.08833E-05	0.000124474	0.000112778
EG30040	4.38977E-05	1.3982E-05	2.26316E-05	9.39818E-06
EG30041	5.48721E-05	0.000377515	2.82895E-05	0.00062028
EG11787	1.11505E-06	5.68254E-06	1.91622E-06	1.20953E-05
EG11736	0.000270055	0.000203856	0.000315035	0.000240567
EG10965	0.000393637	0.000506625	0.00034593	0.000472741
EG11789	0	0	0	2.97609E-06
EG10411	0.001130748	0.000661598	0.001238964	0.00073406
G0-9662	0	2.44284E-05	0	3.28396E-05
G6823	7.19014E-06	7.63388E-05	4.94254E-06	8.20991E-06
EG12629	1.57965E-06	2.21382E-05	0	1.62332E-05
EG12563	1.08601E-05	5.61363E-05	8.63841E-06	4.62357E-05
EG12630	0.000106769	0.000122694	0.000101456	0.000114024
EG12380	6.9663E-06	1.21029E-05	9.46851E-06	2.27783E-05
EG12631	3.7318E-06	2.57537E-05	1.92394E-06	5.85897E-06
EG10412	0.000250895	0.000278421	0.000252661	0.000303548
EG11871	0.000125273	0.000107804	0.000162029	0.000140217
EG11699	0.004635494	0.003480025	0.004596953	0.003912789
EG12296	0.000184086	0.000152345	0.000166156	0.000192781
EG10413	0.00010531	0.000111988	0.000102216	0.000122651
G7558	0.000498351	0.000351149	0.00053905	0.000341693
EG20091	0.000311136	0.000244823	0.000343579	0.000242989
EG10414	2.08968E-05	4.63022E-05	9.36821E-06	5.44644E-05
EG11784	0.000253041	0.000231068	0.000237396	0.000247388
EG10415	5.68278E-05	0.000104704	0.000106373	0.000124285
EG11578	2.27311E-05	4.23272E-05	4.14676E-05	5.39066E-05
EG10599	0.000986486	0.000543576	0.0009177	0.00051694
EG10600	0.000953208	0.000578305	0.000835137	0.000444592
EG10416	0.000383329	0.000386413	0.000459681	0.000359536
EG10417	2.26294E-05	1.6475E-05	1E-05	1.38423E-05
EG12688	0.001316085	0.000770739	0.001327163	0.000796931
EG12294	0.001469528	0.001012034	0.001940122	0.001088399
EG12181	0.000268432	0.000323676	0.000248362	0.000285294
EG10418	0.000368549	0.00040301	0.000353501	0.000453696
EG10419	0.000184177	0.000211745	0.000172724	0.000224568
G6429	7.37374E-05	0.000170294	8.98132E-05	0.000209089
G6430	0.000168275	0.000228201	0.000191391	0.00027568
G6431	6.83727E-05	0.000136723	8.54399E-05	0.000145024
G6432	4.02396E-05	6.29192E-05	5.56361E-05	0.000108079
EG11102	4.34604E-05	3.5014E-05	2.33947E-05	4.87121E-05
G7701	2.83693E-07	3.90356E-05	5.85035E-07	3.40125E-05
EG11263	8.93632E-06	6.19871E-05	1.6381E-05	9.86362E-05
G7702	2.55532E-06	7.16237E-06	5.26962E-07	2.62596E-06
G7703	0	7.61746E-06	8.80698E-07	1.4629E-06
G7704	0	3.94365E-06	5.80298E-07	5.7835E-06
G7705	0	9.32136E-06	1.43693E-06	1.79013E-06
G7706	1.90424E-06	7.27833E-06	0	1.63073E-06
G7707	0	0	0	0
G7708	0	8.43362E-06	0	3.77916E-06
G7709	0	9.03602E-07	0	2.42946E-06
G7710	0	8.09936E-06	0	2.17763E-06
G7711	4.29926E-06	6.39042E-06	1.84708E-06	1.22725E-06
EG12173	2.70798E-06	9.20031E-06	4.65369E-06	4.63806E-06
EG11359	6.15086E-07	1.56731E-05	3.1711E-06	2.31766E-05
EG12882	8.63204E-05	0.000150826	9.15485E-05	0.000152453
G6878	0.000676467	0.00045767	0.000698219	0.000361846
G6438	0.000416363	0.000438104	0.000368964	0.000388458
EG10420	0.000194772	0.000251181	0.000196198	0.000255287
EG10421	4.03667E-05	0.000140164	5.48126E-05	0.000173818
EG10422	6.2714E-05	7.63388E-05	5.64273E-05	6.43109E-05
G7502	6.31861E-06	8.05027E-06	4.88637E-06	1.83977E-05
G7445	1.9281E-05	2.17916E-05	1.92394E-05	1.5979E-05
G7447	6.78095E-06	1.02101E-05	1.58906E-06	6.86283E-06
G7446	6.21966E-06	3.56589E-06	3.84788E-06	1.22506E-05
EG10972	2.31682E-05	3.98488E-05	4.30001E-05	5.75378E-05
EG10973	1.42463E-05	4.29014E-05	2.75984E-05	2.95761E-05
EG10423	0.000144563	0.000152643	0.000144152	0.000182099
EG10424	0.00019824	0.000243328	0.000208501	0.000266776
G7335	5.1295E-07	5.29357E-05	1.95695E-05	2.89922E-05
G7334	3.89746E-06	3.31039E-06	4.0187E-06	1.11256E-05
G7336	7.62645E-06	2.16414E-05	7.86369E-06	1.12809E-05
M009	1.04104E-05	4.75923E-05	9.47138E-06	4.77223E-05
M015	2.41057E-06	1.12611E-05	1.15992E-05	3.0277E-05
G7331	0.000188154	0.00027192	0.000199798	0.000184377
G7330	3.03626E-05	3.77515E-05	1.54649E-05	4.38582E-05
G7055	0.000530096	0.000261917	0.000484508	0.000224674
G6457	2.27057E-06	3.21426E-05	2.86147E-06	3.50001E-05
G6456	1.72148E-06	3.01574E-05	3.55006E-06	3.68556E-05
EG12692	1.30202E-05	1.51247E-05	3.00092E-05	1.24619E-05
EG11581	0.000152066	0.000165853	0.000161943	0.000155875
G7313	1.78217E-05	4.3898E-05	1.65385E-05	3.15415E-05
EG11398	0.00140387	0.00062386	0.001244807	0.000345334
EG11399	0.002321075	0.000672678	0.00204612	0.000338564
EG11495	0.000418484	0.00015207	0.000333194	0.000139611
EG11449	9.82995E-05	0.000126504	0.000117226	9.18337E-05
EG10425	0.000197654	0.000125911	0.000205482	0.000139504
EG10426	4.2616E-05	9.02335E-05	3.53626E-05	0.000109833
EG10427	4.18024E-05	7.01661E-05	5.91807E-05	8.52341E-05
EG10428	0.000111635	0.000132966	0.000107169	0.000164097
EG10429	0.000160259	0.000190643	0.000173917	0.000232021
EG10430	0.000106368	9.96669E-05	0.000144494	0.000136876
EG11543	8.02731E-05	8.53102E-05	0.000106995	7.44442E-05
EG12189	1.39009E-05	2.65659E-05	1.38556E-05	2.5396E-05
EG11485	9.24184E-05	5.44941E-05	8.348E-05	9.28802E-05
EG10431	1.42907E-05	3.64143E-05	2.054E-05	4.67274E-05
EG10432	0.000185888	0.000240565	0.000154747	0.000282694
EG11836	6.4952E-05	8.27525E-05	7.57352E-05	6.44603E-05
EG10433	0.000118899	7.86638E-05	0.000132784	7.79524E-05
EG10434	0.000135177	0.000122065	0.000141537	0.000116358
EG10435	0.000288808	0.000367957	0.00027811	0.000384493
EG11345	7.2103E-05	0.00016883	9.51092E-05	0.000214724
EG10436	0.000393198	0.00063463	0.000445358	0.000641702
EG10437	0.00027867	0.000501869	0.000262163	0.000565945
EG10438	0.001295622	0.00121223	0.001249646	0.00101476
EG10439	0.000127584	0.000249889	0.000233653	0.000225041
G0-10451	7.06828E-06	3.30197E-05	4.85877E-06	6.05307E-05
G6749	3.30022E-05	4.33209E-05	4.6403E-05	4.45343E-05
G7601	1.30009E-05	1.40156E-05	2.26859E-05	3.42572E-06
G7602	2.6478E-06	2.69876E-05	1.09207E-05	5.66874E-05
EG12172	0.000108891	9.88841E-05	0.000124222	0.000111107
EG10443	1.19781E-05	1.6064E-05	1.88511E-05	1.88958E-05
EG10442	1.5619E-06	1.19397E-05	0	2.67514E-06
EG10444	0.00024807	0.000320375	0.000298903	0.000321321
EG10445	0.000366657	0.000414905	0.00043604	0.000444742
EG10446	0.000354338	0.0004192	0.000464931	0.000533529
EG10447	0.000423739	0.00056511	0.000521273	0.000639825
EG10448	0.000324713	0.000355579	0.000341455	0.000338286
EG10449	0.000294237	0.000335911	0.000333012	0.000368242
EG10450	0.000330236	0.000457599	0.000387801	0.000478592
EG10451	0.000273249	0.00029344	0.000283857	0.00028127
EG12124	0.000698243	0.000333855	0.000634841	0.000300118
EG11269	0	0	0	0
EG10007	9.24791E-05	7.26208E-05	0.00010855	8.2683E-05
EG10452	2.15519E-05	8.37478E-05	3.83334E-05	6.45973E-05
EG12125	0.000233706	0.000196441	0.000209054	0.00022873
EG30042	1.08319E-05	0.000165606	0	0.000213351
EG10453	0.000309092	0.000422971	0.00033051	0.000432479
G6619	2.28634E-06	7.57361E-06	9.42984E-06	1.33141E-05
EG10456	1.19051E-05	1.29372E-05	1.51638E-05	5.99716E-06
EG10457	0.001302458	0.000926598	0.001290002	0.000881613
EG12106	5.71684E-06	1.61005E-05	7.13565E-06	1.80369E-05
EG11798	6.93314E-07	7.06657E-06	3.5744E-06	1.18747E-05
G7739	1.17623E-05	1.49859E-05	3.3077E-06	2.19773E-05
G7738	5.40592E-06	9.83922E-06	0	7.93624E-06
G7737	0	0	3.90023E-06	9.71785E-06
G7736	0	6.55948E-06	0	8.81805E-06
EG12113	3.02926E-06	1.15784E-05	2.77644E-06	1.72945E-05
G0-9613	0	4.86173E-05	0	0
G0-9610	2.78019E-06	0	1.43334E-05	1.42852E-05
G0-9563	0	0	0	0
EG11130	0.000147029	0.000177106	0.000195705	0.000192301
G0-9582	0	0	8.43139E-06	2.33419E-05
EG11412	5.29367E-05	6.69296E-05	5.75001E-05	6.99035E-05
EG11500	2.73869E-05	5.70968E-05	3.42289E-05	6.46745E-05
EG11413	0.000198182	0.000207022	0.000153018	0.000151218
EG11414	1.10805E-05	3.0801E-05	3.32368E-05	7.59119E-05
EG11505	1.80532E-05	2.53008E-05	1.48918E-05	2.16443E-05
EG11681	0.001935996	0.001296932	0.001890212	0.001463245
G7057	3.16495E-05	3.16261E-05	2.62352E-05	3.08238E-05
G7056	1.28883E-05	1.72023E-05	7.91024E-06	1.83953E-05
EG20098	0.000143669	0.000190958	0.000159349	0.000147641
G6732	5.64158E-05	8.14061E-05	6.44505E-05	8.96716E-05
EG12329	1.37293E-05	4.39485E-05	1.30947E-05	3.32146E-05
EG12130	5.02417E-05	0.000115679	7.34091E-05	0.000109975
EG12131	5.65736E-05	0.000155483	5.41668E-05	0.000155034
G6357	2.49568E-06	1.52623E-05	4.8893E-06	2.30821E-05
EG10458	1.59992E-05	2.94063E-05	1.32516E-05	3.27932E-05
EG10459	5.40131E-05	3.75083E-05	6.78111E-05	3.4361E-05
EG10460	8.66941E-06	1.37114E-05	6.16489E-06	1.63845E-05
G6702	3.45059E-05	3.76821E-05	4.37117E-05	3.71484E-05
G7744	0.000101529	0.000148696	9.24575E-05	0.000123513
G7743	6.74299E-05	0.000124238	0.000117662	0.000152802
EG11881	0.000231995	0.000181095	0.000231464	0.000216638
EG11676	0.000263882	0.000222133	0.000246987	0.000189663
G6500	0.000445879	0.000210522	0.00043541	0.000258302
EG11732	1.89824E-05	2.19522E-05	1.7465E-05	2.50092E-05
EG10461	0.000422366	0.000226696	0.000431606	0.000222469
EG10462	5.2956E-05	0.000113854	9.79934E-05	0.000121473
EG11972	3.21038E-07	6.54433E-06	0	8.24783E-06
EG11188	4.52024E-05	7.61679E-05	3.50816E-05	8.32473E-05
EG10466	0.001985849	0.001272827	0.001751505	0.001083166
EG10467	0.002210403	0.00411236	0.002047623	0.004154754
G7187	0.000105698	0.000120791	0.000110307	0.000170062
G6932	8.22836E-05	8.10081E-05	9.70555E-05	6.1924E-05
EG10468	2.98144E-06	8.54667E-06	1.92136E-06	1.59576E-05
EG10469	1.6272E-06	4.73862E-06	9.58753E-07	8.36092E-06
EG10470	8.83535E-06	6.00359E-06	6.07346E-07	1.71504E-05
EG10471	9.92925E-06	2.34936E-05	8.04423E-06	2.91535E-05
EG10472	2.09037E-06	2.92957E-05	0	8.95065E-06
EG10473	5.34652E-06	1.85775E-06	5.01166E-07	1.08221E-05
EG11799	2.11261E-06	2.0456E-05	1.30699E-06	2.17101E-05
EG11800	3.18342E-06	3.51508E-05	3.64716E-07	2.42328E-05
EG11801	1.1992E-05	4.11584E-05	1.46362E-05	3.73059E-05
EG11802	2.52744E-06	3.32744E-05	1.56364E-05	1.87584E-05
EG11803	1.70564E-06	1.84712E-05	1.75869E-06	3.21345E-05
EG11804	1.09744E-05	1.08749E-05	1.50877E-05	1.25309E-05
EG11805	5.02444E-06	5.97466E-05	1.38153E-05	1.14741E-05
G7554	6.70823E-06	3.75104E-05	7.68545E-06	1.97874E-05
EG10474	0	5.75019E-06	0	6.18408E-06
EG10475	1.36284E-06	1.73633E-06	0	4.66838E-06
EG10476	0	4.65303E-06	2.35359E-06	3.51853E-06
EG10477	0	4.02513E-06	4.65369E-07	2.31903E-06
EG10478	2.92651E-06	3.72855E-06	5.02925E-07	7.93624E-06
EG10479	3.84004E-06	7.82789E-06	1.5838E-06	0
EG10480	2.17202E-06	4.15092E-06	5.59897E-06	6.5102E-06
EG10481	4.05867E-06	1.55129E-05	1.46472E-05	6.95145E-06
G7414	3.89581E-05	4.96348E-05	7.94269E-05	4.85273E-05
EG11552	1.57965E-06	1.20754E-05	1.62879E-06	9.46938E-06
EG11150	0	1.03168E-05	0	1.04019E-05
EG11282	1.23931E-06	8.15792E-06	2.12977E-07	1.20282E-05
G7300	0	5.04416E-06	0	6.02753E-06
G7301	2.31682E-06	1.58657E-05	2.98612E-07	1.04163E-05
G7302	0	3.26463E-06	6.60523E-07	1.09718E-06
G7303	4.2204E-06	1.07541E-05	2.44782E-06	9.03557E-06
G7304	7.25049E-06	8.60047E-06	5.15588E-06	5.995E-06
G7305	8.40167E-06	9.73109E-06	1.57509E-06	3.92452E-06
G7306	4.39556E-06	0	0	0
G7307	0	1.41171E-05	1.24638E-05	8.62635E-06
G7308	2.07168E-06	1.00298E-05	1.28167E-06	7.09649E-06
G6277	2.14686E-06	8.20568E-06	3.87388E-06	9.19256E-07
EG10483	3.56434E-06	1.36235E-05	1.10257E-05	3.25589E-05
EG10484	2.62733E-05	2.37358E-05	1.52692E-05	2.78178E-05
EG10485	3.05515E-06	1.94622E-06	0	0
EG10486	5.94693E-06	2.03624E-05	1.68628E-05	1.90979E-05
EG10487	7.42484E-06	1.94449E-05	9.78241E-06	2.47272E-05
EG11551	1.03656E-05	2.33469E-05	6.87085E-06	9.82784E-06
G7924	1.64616E-05	1.80601E-05	2.21601E-05	2.34955E-05
G7492	6.01772E-07	3.06677E-06	6.20492E-07	2.06136E-06
EG12407	0.00011138	0.000281609	0.000142443	0.000374137
G7925	1.70651E-05	3.80483E-05	1.3197E-05	3.28816E-05
EG10488	1.60705E-06	1.17729E-05	1.20135E-05	1.72028E-05
G7657	0.000111208	0.000197942	9.61178E-05	0.000100837
EG11534	0.00019139	0.000219457	0.000163068	0.000181153
EG11535	1.74977E-05	5.57326E-05	1.60373E-05	7.32576E-05
G0-10633	0	0	0	0
G0-10632	0.000102428	0	7.54387E-06	0
G0-10631	0	3.54212E-05	0	0
G0-10630	1.39009E-05	8.8553E-06	0	3.57131E-05
G0-10629	6.95047E-06	0	0	3.57131E-05
EG10489	0.005230022	0.003946446	0.0052865	0.003727179
G0-10556	2.52744E-06	0	0	4.32886E-06
EG10491	0.000161251	0.000152633	0.000184509	0.000132463
G7508	6.68461E-05	4.54862E-05	7.67579E-05	3.77297E-05
G0-16685	0	8.8553E-05	0	4.25156E-05
G7893	1.09106E-05	1.75047E-05	1.29167E-05	8.30537E-06
EG12152	9.61235E-06	1.97831E-05	1.44858E-05	2.27956E-05
G7892	4.90622E-06	1.45852E-05	6.18302E-06	1.86735E-05
