ECOCYC	Fig6_neg_replicate1	Fig6_neg_replicate2	Fig6_pos_replicate1	Fig6_pos_replicate2
G0-16718	0	0	0	0
G0-16720	0	0	0	0
G7686	1.34093E-06	4.84052E-05	1.84352E-06	1.76077E-05
G7685	1.48333E-06	2.83477E-05	3.27744E-06	2.72203E-05
G7688	4.34965E-05	6.85571E-05	2.21936E-05	9.29308E-05
G7687	0	5.7299E-05	0	3.15116E-05
EG11679	2.97326E-05	4.82122E-05	2.88658E-05	5.15856E-05
EG11112	3.19426E-05	1.35656E-05	3.23263E-05	4.35649E-05
G6670	7.31629E-06	8.51081E-06	3.93593E-06	5.44822E-06
G6669	7.78684E-06	8.81855E-06	3.86584E-06	2.96374E-06
G6671	2.8903E-05	4.79297E-05	4.35204E-05	5.34321E-05
EG12853	4.09655E-06	2.08769E-06	0	4.20979E-06
G7363	4.02328E-05	3.12153E-05	3.13792E-05	4.81475E-05
G7362	1.65669E-05	3.56638E-05	2.88631E-05	2.90271E-05
G6384	1.59323E-06	7.86574E-05	0	4.63895E-05
EG11647	0.000132059	0.000262892	0.000200667	0.000191214
EG10275	0.000493174	0.000469274	0.000507602	0.000514087
EG10276	0.000211912	0.000210166	0.000212771	0.000267716
EG10217	0.000320405	0.000332727	0.000321913	0.000320832
EG10022	0.005571562	0.003868237	0.005202515	0.003987825
EG10023	0.00378241	0.003209464	0.003685069	0.003186981
EG10024	0.001560412	0.001447362	0.001560851	0.001377582
EG10025	0.001010076	0.001120735	0.001013784	0.001162138
EG10026	0.000766593	0.000530094	0.00072657	0.000506604
EG10027	0.000471107	0.000264113	0.000505421	0.000296867
EG11325	0.000186385	0.000145934	0.000152332	0.000162818
EG12316	0.000527305	0.000527228	0.000523184	0.000528411
EG11095	1.7197E-05	3.56038E-05	2.2165E-05	2.33178E-05
EG50003	0.004495811	0.003412091	0.004695536	0.004243378
EG10247	3.17423E-05	2.51016E-05	2.70867E-05	3.18699E-05
EG12221	4.04262E-05	3.97585E-05	4.09525E-05	3.40125E-05
EG11703	0.000203624	0.00020692	0.000183309	0.00025065
EG11704	0.000174358	0.000177781	0.000188381	0.000180493
EG10014	1.20528E-06	3.80488E-05	2.76173E-06	5.50491E-05
EG10266	0	3.67059E-06	1.48532E-06	4.31764E-06
EG10267	1.88032E-06	9.24031E-06	9.69406E-07	1.12718E-05
EG12116	2.25247E-05	2.95177E-05	1.32716E-05	2.97609E-05
G6396	2.22415E-05	2.47948E-05	1.43334E-05	2.38087E-05
EG11448	0.000924956	0.000353669	0.000750251	0.000220586
EG11942	0.000131933	5.69959E-05	0.000125873	3.72282E-05
EG10029	2.15367E-05	2.94345E-05	2.30141E-05	3.35334E-05
EG10030	2.03936E-05	4.71929E-05	3.3044E-05	5.06114E-05
EG11692	2.28929E-05	2.52579E-05	2.09282E-05	2.42534E-05
EG11724	3.1168E-05	8.69646E-05	3.69582E-05	0.000108367
EG11691	3.74857E-06	7.95982E-06	1.61049E-06	6.95536E-06
EG10031	0.003388277	0.003580041	0.003554416	0.004372051
G6775	0.000841481	0.000569156	0.000806836	0.000568725
EG11501	1.21357E-05	1.78043E-05	1.66843E-05	1.54316E-05
EG12462	6.23361E-07	3.57389E-06	3.21376E-07	4.27062E-06
EG11966	0	4.1836E-06	1.69292E-06	3.74941E-06
EG10032	0.000102156	0.000228178	0.000178667	0.000302315
EG12409	1.89558E-06	5.36685E-06	1.73738E-06	3.60738E-06
G7595	8.49959E-06	5.10009E-05	1.5549E-05	3.0524E-05
EG11101	6.95047E-06	2.32452E-05	2.32917E-05	2.75288E-05
G6137	5.97462E-06	1.37016E-05	3.69628E-06	1.22796E-05
EG12340	3.58477E-06	2.63883E-05	8.21396E-07	2.0466E-05
EG12766	4.96462E-06	1.68672E-05	1.36508E-05	2.83437E-05
EG12769	4.37137E-06	4.45549E-06	0	1.04818E-05
EG12770	0	3.30421E-06	1.06965E-06	0
G7635	0	4.02513E-06	5.4293E-07	9.01846E-07
G7636	5.51625E-07	5.62241E-06	0	3.77916E-06
G7630	5.61186E-05	5.37877E-05	3.07902E-05	5.37901E-05
G7634	0	5.52018E-06	7.4459E-07	8.03931E-06
G7632	1.75961E-05	8.96739E-06	9.07175E-07	4.52064E-06
G7633	1.03738E-06	2.1147E-05	2.13931E-06	3.55354E-06
EG10033	0.000949226	0.00057538	0.00084096	0.000558412
G0-10751	0	1.2959E-05	0	8.71051E-06
G0-10752	0	0	0	0
EG11384	0.008694005	0.003597699	0.009132941	0.003805597
EG11385	0.000177357	9.33029E-05	0.000161731	0.000125885
EG11436	0.000113661	0.000113035	0.00010202	9.73357E-05
EG11811	4.87302E-05	4.54202E-05	6.61133E-05	4.3049E-05
G7165	0	5.37486E-05	0	3.79044E-05
G7184	4.72495E-05	9.46601E-05	4.87193E-05	5.92286E-05
G7242	8.81852E-05	0.000106778	8.71107E-05	9.05078E-05
G7399	4.63365E-06	4.8409E-05	2.67556E-05	7.46007E-05
EG10034	0.000274373	0.000371781	0.000291407	0.000394459
EG30008	1.64616E-05	3.49551E-05	1.69737E-05	0
EG30009	2.74361E-05	2.09731E-05	1.13158E-05	1.87964E-05
EG30010	0	0	0	2.81945E-05
EG30011	0	0	0	0
EG30012	0	6.99102E-06	0	7.51855E-05
EG10035	0.003584416	0.002553277	0.003269499	0.00197166
EG12292	0.000790159	0.000301391	0.000755505	0.000217202
EG11222	3.24192E-05	4.44329E-05	4.30507E-05	4.96366E-05
EG10037	2.43427E-05	2.28524E-05	1.32105E-05	3.18181E-05
G6275	0	4.40015E-06	3.56108E-06	5.91521E-06
G6281	5.51139E-06	4.68121E-06	2.84141E-06	3.14653E-06
G6285	1.68701E-06	9.02724E-06	3.47897E-07	1.73365E-06
G6286	0	7.08424E-06	4.09525E-07	3.40125E-06
G6284	1.06114E-05	2.70391E-06	1.4771E-05	1.27222E-05
G6276	0.000201359	0.000242218	0.00019603	0.000285355
G6274	8.99737E-07	1.14632E-06	4.63863E-06	1.54102E-06
EG12112	1.17473E-05	4.9889E-06	0	6.70668E-06
EG10001	3.89999E-05	5.65755E-05	3.38427E-05	8.06851E-05
EG11959	4.16212E-05	0.000190276	4.76844E-05	0.000156551
EG12458	0.000149257	0.000386568	0.00016171	0.00036171
EG11958	2.38059E-05	8.17829E-05	3.02447E-05	8.08186E-05
EG11957	1.97729E-05	4.58033E-05	2.59483E-05	6.4653E-05
EG11956	1.34525E-05	2.3995E-05	1.3871E-05	1.92006E-05
G7821	0.000424517	0.001205751	0.000388497	0.001180817
G7607	6.9073E-06	2.53008E-05	8.01244E-06	7.39401E-06
EG11823	3.16366E-05	7.20638E-05	3.9046E-05	3.61236E-05
EG11363	1.83891E-05	0.000178297	1.76757E-05	0.00014787
G7458	2.95977E-05	4.15224E-05	2.60607E-05	6.55025E-05
G6452	7.37704E-05	5.75434E-05	6.77859E-05	8.76711E-05
EG10039	0.000326744	0.000222021	0.000325973	0.000208633
EG10040	6.25175E-06	3.74827E-06	1.13757E-06	4.40902E-06
EG10041	0.000270464	0.000317636	0.000309258	0.000313137
EG10042	8.97464E-05	0.000102535	0.000107626	0.000118626
EG12183	6.78095E-06	1.07991E-05	5.53524E-06	9.67834E-06
EG12867	9.11124E-05	8.8553E-05	0.00011177	7.46336E-05
EG11821	0.000408928	0.000332332	0.000478113	0.000261397
EG11387	0.000141532	0.000118904	0.000125706	0.000100323
G6880	4.35813E-05	5.98331E-05	4.33875E-05	7.40001E-05
EG10045	6.88896E-05	5.11988E-05	6.34219E-05	4.70556E-05
EG10046	7.96616E-06	2.08061E-05	1.19102E-05	2.66057E-05
G6764	2.22415E-06	9.56372E-06	2.29334E-06	2.85705E-06
EG10047	0.000154455	0.000136343	0.000138783	0.000194627
EG10048	6.77733E-05	8.50865E-05	4.18269E-05	7.96449E-05
EG11934	0.000238302	0.000112366	0.000201149	9.40345E-05
EG10049	1.92623E-05	2.78134E-05	8.60664E-06	2.25441E-05
EG11379	4.76813E-06	1.54208E-05	3.02551E-06	2.26151E-05
EG11380	1.05269E-05	2.26971E-05	1.16893E-05	1.43315E-05
G0-10588	4.48418E-05	4.57048E-05	0	3.84012E-05
EG10050	6.67245E-06	1.20432E-05	2.86667E-06	4.76175E-06
EG10051	5.96834E-05	9.52907E-05	8.72465E-05	7.63432E-05
EG13270	4.19425E-05	0.000122905	2.90374E-05	0.000104676
EG10052	0	0	0	0
EG10053	0	0	0	0
EG10054	0.000133791	0.000137816	0.000133061	0.000164955
EG10055	0	7.63388E-07	0	0
EG10056	1.70456E-05	2.35892E-05	2.24243E-05	3.87584E-05
EG10057	1.39009E-05	9.66032E-06	6.94951E-06	1.87584E-05
EG10058	1.01848E-05	5.61128E-06	7.09572E-06	1.55582E-05
EG10059	6.33782E-06	8.07474E-06	9.14895E-06	1.0855E-05
EG10060	2.00596E-05	8.51902E-06	1.92321E-05	3.01376E-05
EG10061	0.001490716	0.000886271	0.001243224	0.000797941
EG10062	8.83308E-05	0.000151643	0.000103958	0.000160151
G0-8871	3.44651E-06	0.000144905	0	6.49329E-05
G0-10465	3.42763E-05	3.88177E-05	9.81737E-06	2.60918E-05
EG12354	3.64777E-05	5.4011E-05	2.64303E-05	4.89683E-05
EG10063	4.66496E-05	0.000126048	6.26277E-05	0.000101884
EG10064	0.000114857	0.000183944	0.000107915	0.000216025
EG10065	0.000121581	0.000172348	9.96917E-05	0.000132902
EG10066	5.29397E-05	0.000154913	6.7969E-05	9.82768E-05
EG11286	0.000190776	0.000194171	0.000215	0.000171745
EG10067	0.000142329	0.00011948	0.000127075	0.00015067
EG10068	0.000251644	0.000214662	0.000242195	0.00022427
EG11223	6.00958E-05	0.000107114	5.6332E-05	0.000101369
EG10069	5.26991E-05	2.5905E-05	5.04876E-05	1.63463E-05
EG11445	4.18703E-07	3.25405E-05	8.63455E-07	1.29083E-05
EG11159	1.04913E-05	3.00746E-05	8.78932E-06	1.45997E-05
EG10490	6.15746E-05	8.79586E-05	5.53133E-05	9.18793E-05
EG30013	4.33276E-05	0.000317411	1.11689E-05	0.000194799
EG10070	0.000247915	0.000195155	0.000294884	0.00021534
EG10071	5.38722E-05	9.03914E-05	4.73646E-05	7.90878E-05
EG10072	0.001435366	0.000752531	0.001372378	0.000603884
EG30014	0	0.000110404	0	0.000102037
EG30015	0.000189558	0.000220807	9.49352E-05	0.000250455
EG30016	1.11208E-05	7.08424E-06	1.14667E-05	0
EG30017	0.000113735	0.000186306	5.58443E-05	2.78284E-05
EG30018	0.000216638	0.00030361	0.000173117	0.000250455
EG30019	1.62479E-05	0.000124204	5.02598E-05	0.000194799
G6606	0	4.77589E-05	0	5.08276E-05
G7168	1.78756E-05	2.5186E-05	2.27686E-05	8.64462E-06
G7166	2.84501E-05	1.56E-05	1.67099E-05	1.11025E-05
G7167	1.07592E-05	8.77305E-06	1.42002E-05	9.58246E-06
G7169	1.40414E-05	1.78895E-05	2.3165E-05	9.61969E-06
G0-10460	4.96462E-06	1.26504E-05	3.83929E-06	1.70062E-05
G7171	4.41813E-05	4.25603E-05	3.55556E-05	5.35235E-05
G7170	9.83914E-06	8.03566E-06	1.82093E-06	1.51235E-05
EG10073	0.00016142	0.000141105	0.000188879	0.000173559
EG10074	0.000387159	0.000496677	0.000432765	0.000492572
EG10075	8.71689E-05	0.000100784	7.36465E-05	0.000125621
EG10076	3.13183E-05	2.31008E-05	2.26614E-05	2.07032E-05
EG10077	0.000121188	0.000193973	0.000136508	0.000194482
EG10078	0.000619896	0.000622103	0.000649618	0.000795625
EG10079	0.00068673	0.000608518	0.000886136	0.000726471
EG10080	7.16954E-06	6.0896E-06	1.14995E-05	1.56906E-05
EG10081	0.000315567	0.000507907	0.000319617	0.000488489
EG10082	0.000182698	0.00024896	0.000217867	0.000274821
EG10083	0.000124247	0.000174755	0.000136357	0.000119044
EG10084	0.000136278	0.000167825	0.000148028	0.000185063
EG11208	2.86028E-06	1.16613E-05	1.37632E-06	1.73095E-05
G6926	2.19489E-07	1.11856E-05	4.52632E-07	1.20297E-05
G0-10694	7.74481E-05	1.51805E-05	0.000104429	1.02037E-05
EG12236	0	2.05937E-06	0	6.0906E-06
EG12237	8.81046E-06	9.9778E-06	3.02817E-06	1.34134E-05
EG12235	0	0	0	6.05307E-06
EG11625	0.0003931	0.000209043	0.000357159	0.000174662
EG11628	0.000211363	4.79057E-05	0.000136284	4.1958E-05
EG11627	5.85959E-05	0.000100069	5.20629E-05	6.5127E-05
EG11624	0.000160175	0.000162529	0.000211166	0.000163624
EG11626	0.000105857	0.000116342	9.11578E-05	7.86983E-05
EG10085	1.72664E-05	2.60998E-05	6.0351E-06	2.30569E-05
EG10086	5.72055E-07	1.16613E-05	8.84775E-07	1.51866E-05
EG10087	1.27872E-05	2.8379E-05	1.95648E-05	1.05974E-05
EG10088	0.002312921	0.001618979	0.002220113	0.001768186
EG10089	1.25914E-06	8.34195E-06	2.33696E-06	3.88186E-06
EG10090	6.74803E-06	9.02724E-06	8.00163E-06	1.61807E-05
EG11361	3.28404E-05	6.70595E-05	4.56905E-05	5.23946E-05
EG10091	0.000451886	0.000237568	0.000591955	0.000164
EG10092	0.000371443	0.000183169	0.00051316	0.000186609
EG10093	2.2714E-05	3.00964E-05	2.43573E-05	5.29083E-05
EG10094	0.000157167	0.000218064	0.000163284	0.000240636
EG30020	0.000411541	0.000300614	0.00056579	0.000272547
EG30021	1.64616E-05	2.09731E-05	0	5.63891E-05
EG30022	0	1.3982E-05	0	2.81945E-05
G7069	3.29233E-05	0	0	0
EG10095	0.002344587	0.001091106	0.002439364	0.000937438
EG10096	0.00074897	0.00074902	0.000767575	0.000808417
EG10097	0.000221568	0.000335333	0.00020251	0.000390366
EG30023	0	0	5.58443E-06	0
EG30024	0	6.90023E-06	0	1.85523E-05
EG30025	2.16638E-05	0	0	0
G6855	5.80331E-05	4.29869E-05	7.23626E-05	6.93458E-06
G6943	5.47979E-05	5.08217E-05	7.31209E-05	4.89977E-05
G6941	2.07894E-05	1.38364E-05	1.47173E-05	1.59433E-05
G6944	9.939E-05	6.83185E-05	0.000112343	6.2593E-05
G6942	4.1731E-05	1.54474E-05	4.85532E-05	2.60785E-05
G6940	1.42022E-05	8.77305E-06	1.19814E-05	6.63401E-06
G6251	6.52275E-05	0.000126699	6.39488E-05	0.000124538
EG11670	1.28119E-06	4.89694E-06	0	2.30407E-05
EG11672	5.63076E-06	1.30027E-05	4.71731E-06	1.38633E-05
EG11668	4.15223E-05	5.21351E-05	4.83984E-05	5.77181E-05
EG11669	0	2.16374E-05	6.48568E-07	2.47783E-05
EG11671	1.26086E-06	1.2048E-05	0	1.56565E-05
EG11667	3.49236E-05	5.14741E-05	3.50685E-05	5.00413E-05
EG10098	0.001166165	0.001027835	0.001224749	0.001091774
EG10099	0.000816169	0.000854927	0.000917967	0.000856939
EG10100	0.000569939	0.000617341	0.000633739	0.000568008
EG10101	0.001288476	0.001270091	0.001335707	0.001279267
EG10102	0.001235446	0.00221161	0.001300752	0.002172546
EG10103	0.000735776	0.000871993	0.000727623	0.000870459
EG10104	0.001182063	0.001215758	0.00129697	0.001245825
EG10105	0.000478724	0.000480574	0.000479926	0.000513626
EG10106	0.000126969	0.000256594	0.000124147	0.000269957
EG10107	0.000143998	0.000210578	0.00012516	0.00021986
G6731	8.25799E-06	1.8412E-05	8.51487E-06	2.47516E-05
G0-10653	0	1.22142E-05	0	0
EG11665	3.6528E-05	6.20517E-05	4.18492E-05	4.86602E-05
EG11618	4.21066E-05	8.15716E-05	5.29323E-05	6.22386E-05
EG11617	5.34652E-06	2.34627E-05	5.51283E-06	3.51026E-05
G6093	0.000682192	0.000815211	0.000669656	0.000787361
G7320	0.000201617	0.000254618	0.000163393	0.000290794
EG10658	0.000160767	0.000199693	0.000174493	0.000164936
G7352	0.000337917	0.000393809	0.000343768	0.000360034
EG10952	5.1214E-05	9.32136E-05	8.80118E-05	0.000106513
EG11367	1.9664E-05	1.32974E-05	2.3395E-05	1.11401E-05
EG11615	7.72967E-05	5.16228E-05	0.000100912	7.04653E-05
EG11614	3.16972E-05	4.18437E-05	3.58334E-05	4.05533E-05
EG11360	0.000479709	0.000218967	0.000505055	0.000245879
EG10108	0.000131926	9.92696E-05	0.0001269	8.03734E-05
EG11419	2.62612E-05	7.94077E-05	1.44417E-05	5.6973E-05
EG12260	1.43309E-06	8.11482E-06	9.85111E-07	8.45442E-06
EG12259	9.08908E-06	1.158E-05	6.24787E-06	2.53349E-05
EG12257	1.72861E-05	2.63059E-05	1.34917E-05	2.17938E-05
EG12263	0.000107971	0.000133167	0.000135127	0.000111319
EG12264	2.17202E-06	2.76728E-06	1.56771E-05	1.11603E-05
EG12265	1.81209E-05	1.83431E-05	2.94346E-05	1.06289E-05
EG12261	1.05226E-05	1.55232E-05	6.8526E-06	1.23312E-05
EG12258	6.02751E-06	1.34389E-05	6.21501E-06	6.45223E-06
G7880	1.75222E-05	1.71153E-05	7.2269E-06	2.20081E-05
G7882	2.66786E-05	0.000322011	3.98149E-05	0.000212836
G6776	2.12376E-05	2.21382E-05	1.99074E-05	1.32271E-05
G6595	0	2.24185E-06	0	0
G7311	8.23232E-05	7.87541E-05	8.04783E-05	5.75703E-05
EG10109	2.74525E-05	0.000100477	3.91144E-05	0.000117548
EG10110	2.54803E-05	0.000152939	4.05771E-05	0.000166322
EG10111	5.60293E-05	0.000192467	5.4847E-05	0.000173707
EG10112	2.00928E-05	7.05289E-05	1.83924E-05	7.83089E-05
EG11181	4.70493E-05	8.99153E-05	5.95386E-05	5.49432E-05
EG10113	0.00013289	0.00021275	9.91616E-05	0.000188673
G495	0.000293657	0.000301818	0.000285771	0.000265368
EG10114	8.8541E-07	2.63215E-06	0	3.53845E-06
EG10115	1.55442E-06	3.96084E-06	2.06071E-06	2.66232E-06
EG10116	3.98593E-06	1.26958E-06	1.54122E-06	0
EG11364	2.57902E-07	2.95724E-06	2.65925E-07	8.83441E-07
G7948	3.81353E-05	2.11587E-05	8.87907E-06	1.58023E-05
EG12013	2.64953E-05	3.99991E-05	2.93778E-05	3.6055E-05
G6570	6.46556E-06	0.000109147	1.5E-05	0.000105201
EG10117	0.000132867	0.000101733	0.000116334	0.000124027
EG10118	0.000194693	0.00022151	0.000214794	0.000255241
EG10119	0.00010536	0.00010542	7.50795E-05	0.000209744
EG10120	9.65685E-05	0.000164567	0.000123673	0.000198055
EG10121	0.000119873	0.000178486	9.82859E-05	0.000213969
EG10122	3.62398E-05	2.48086E-05	1.3943E-05	2.68659E-05
EG11471	4.54097E-05	6.08064E-05	4.25223E-05	4.92047E-05
EG11837	0.000198226	0.000286923	0.000218537	0.000281945
EG10123	8.54779E-05	0.000113304	0.000101936	0.000105734
EG10124	4.48475E-05	6.44228E-05	4.69795E-05	8.23207E-05
G7837	0.000206952	5.77087E-05	0.00018118	6.42033E-05
G0-9561	0	0	0	1.70062E-05
G6603	0.000160343	0.000131953	0.000182005	8.01482E-05
G6602	9.4572E-05	0.000107425	0.000115724	0.000155147
EG10125	0.000684556	0.00039264	0.000561164	0.000316701
G6312	1.41846E-06	3.97585E-05	4.38776E-06	7.53133E-05
EG12168	4.83374E-05	0.000127597	6.80835E-05	0.000136359
G7852	0.005482027	0.003754645	0.004965857	0.00311245
G6436	0.000237836	0.000107924	0.00026875	0.000137644
G6557	0.000150457	0.000135434	0.000168628	0.000114842
EG12006	5.56038E-05	0.000117333	7.52501E-05	9.12668E-05
EG12007	1.50882E-05	5.64092E-05	2.75445E-05	6.26991E-05
G7942	5.07956E-05	4.44617E-05	3.2385E-05	1.75992E-05
EG10126	8.29536E-05	0.000136213	8.34365E-05	0.000131238
EG10127	1.40285E-05	5.63273E-05	2.23548E-05	2.47553E-05
EG10128	0.000134561	5.95076E-05	0.000158814	8.76161E-05
EG10129	0.000225135	0.000205019	0.00024616	0.000177272
EG12334	2.1346E-05	3.18393E-05	2.03995E-05	2.05094E-05
EG10130	5.15111E-05	7.28202E-05	8.65822E-05	8.09738E-05
EG10131	0	7.42064E-06	1.00093E-06	2.66019E-06
EG10132	0	4.3779E-06	0	4.81525E-06
EG10133	6.23239E-06	1.38094E-05	8.94089E-06	5.56929E-06
EG11560	4.37825E-06	9.76174E-06	6.01926E-06	8.12371E-06
EG11559	1.36955E-06	9.16065E-06	3.17735E-06	1.93519E-05
EG11558	6.70895E-06	1.19666E-05	0	2.02236E-05
EG11557	0	1.35195E-06	0	5.45238E-06
EG12608	0	8.99015E-06	2.18274E-06	0
G6088	7.37171E-06	1.74422E-05	1.30303E-05	7.21477E-06
EG11561	0	8.06621E-06	2.83829E-07	4.7146E-06
EG12319	0.000857959	0.000569784	0.000849624	0.000737963
EG10134	2.46805E-05	4.94787E-05	3.36815E-05	5.15959E-05
EG10135	3.54642E-05	8.03078E-05	3.57667E-05	0.00011461
G7425	1.54455E-05	1.5627E-05	1.54575E-05	2.56761E-05
EG12845	2.92651E-06	7.64352E-05	1.50877E-05	7.76916E-05
EG12634	1.78257E-05	1.65352E-05	1.80578E-05	2.08895E-05
G7430	1.10544E-06	8.09828E-06	5.69915E-07	2.84001E-06
G7429	6.9073E-06	1.98007E-05	1.78054E-06	7.39401E-06
G7428	4.58273E-06	1.02176E-05	1.18132E-06	1.11195E-05
G7427	1.48277E-05	1.65299E-05	3.82223E-06	1.37562E-05
G7426	2.01564E-05	1.5054E-05	1.43334E-05	4.04748E-05
G7084	1.35619E-05	1.43989E-06	0	0
G7071	6.92855E-05	6.42498E-05	7.2345E-05	8.11149E-05
EG12193	9.91631E-05	8.53801E-05	9.80458E-05	6.43689E-05
EG12194	6.81419E-05	1.5627E-05	4.21569E-05	3.03445E-05
EG11714	7.83152E-07	4.9889E-06	4.03757E-07	2.68267E-06
EG11726	7.12869E-06	6.13059E-05	1.28633E-05	5.95218E-05
EG11727	2.1277E-06	1.8072E-05	2.19388E-06	4.37303E-05
G7085	0	5.66739E-06	0	0
EG10136	9.82827E-05	0.000135081	0.000120775	0.000120485
EG12059	9.3564E-06	2.12868E-05	1.9984E-05	8.01255E-06
EG12058	1.88701E-06	1.44249E-05	2.59427E-06	1.83144E-05
EG12057	9.04126E-06	8.63931E-06	2.91328E-06	1.64532E-05
EG12169	0	0	0	1.02037E-05
EG12055	8.68809E-06	1.88175E-05	5.37501E-06	8.92827E-06
EG12054	6.65014E-06	7.92604E-06	3.31791E-06	1.39619E-05
EG12053	1.49473E-06	4.76091E-06	0	2.56008E-06
EG12052	5.94057E-06	1.41281E-05	5.30865E-06	2.78108E-05
EG12244	1.78982E-06	1.3682E-05	3.38341E-06	1.37948E-05
EG12335	7.38263E-05	0.000607024	6.86961E-05	0.000606321
EG10137	7.91647E-05	8.40503E-05	7.23956E-05	3.87396E-05
G6971	2.8254E-06	2.5198E-06	1.74797E-06	8.71051E-06
EG10138	3.86137E-06	0.000132127	4.55027E-06	0.000127547
EG10139	0.00018324	0.000246462	0.000179418	0.000249742
EG12406	7.57105E-05	6.64147E-05	7.35864E-05	7.86538E-05
G6936	0	0	3.5391E-06	5.8787E-06
EG11531	0.000677989	0.000457793	0.000571463	0.000466228
EG11753	2.68928E-05	0.000104237	1.52316E-05	7.13613E-05
EG12402	0.00028163	0.00030131	0.000232684	0.000234995
EG12403	5.45253E-05	9.00797E-05	8.52588E-05	0.000126227
EG10142	0	2.27059E-05	3.67522E-06	4.06987E-06
EG10140	8.70433E-05	7.28286E-05	8.57322E-05	7.12037E-05
EG10141	7.36474E-06	7.03732E-06	7.27742E-06	5.25579E-06
EG10144	4.00692E-06	7.06853E-06	6.03844E-06	1.31977E-05
EG12198	2.78019E-05	5.17149E-05	3.26801E-05	4.19034E-05
EG10143	1.1378E-05	1.57568E-05	2.65244E-05	2.54186E-05
EG10146	2.33451E-06	8.11172E-07	1.31298E-06	5.45238E-06
EG10147	7.9434E-07	7.08424E-06	2.86667E-06	6.80249E-06
EG10148	4.84353E-07	6.17094E-07	3.49594E-06	0
EG10149	5.79206E-06	1.26504E-05	7.67858E-06	7.08593E-06
EG10150	1.49702E-05	2.17977E-05	1.21282E-05	5.49432E-06
EG10151	9.69833E-06	4.11874E-06	1.33334E-06	6.6443E-06
EG11237	1.08359E-05	4.31918E-05	5.26727E-06	3.049E-05
G6370	2.07477E-06	9.81824E-06	6.11231E-07	7.10708E-06
G6371	2.55063E-06	4.87447E-06	3.94496E-06	0
G0-9382	0	1.89756E-05	0	0
G6937	1.22103E-05	3.23099E-05	1.21059E-05	3.7E-05
EG12096	0.000178217	0.000225545	0.000149459	0.000181109
EG11250	0.000153903	0.000200298	0.000104087	0.000283437
EG10155	0.00018737	0.000193109	0.000235507	0.000295816
G6344	7.87589E-07	4.01373E-06	4.06044E-07	4.72128E-06
G6343	0	0	0	0
G6342	0	1.75352E-06	0	0
G6341	0	3.11928E-06	0	1.8637E-06
G6339	0	0	0	1.62517E-06
G6338	3.70312E-06	5.08091E-06	2.93716E-06	5.85461E-06
G6340	0	0	0	2.58791E-06
EG12331	7.4197E-05	8.03329E-05	7.31787E-05	7.93624E-05
G6850	5.64E-06	3.67738E-05	4.10502E-06	2.44338E-05
EG10156	0.001999794	0.001929731	0.001923012	0.001868311
EG10157	0.000163312	0.00022066	0.000159705	0.000189804
EG10158	0.001091358	0.001032834	0.001117037	0.001206461
G6463	0.000197471	0.000271452	0.000179502	0.000235862
EG10159	0.00089195	0.000842191	0.000891366	0.000829664
EG11608	9.27681E-05	8.29161E-05	9.1239E-05	0.000106088
G6406	3.45845E-05	2.73787E-05	2.00805E-05	2.35787E-05
G6551	4.51634E-05	3.81114E-05	3.20535E-05	3.91789E-05
EG11265	0.000119499	0.000217498	0.000132018	0.000152459
G7020	1.90577E-05	3.21362E-05	2.65861E-05	4.51214E-05
G7021	2.14521E-05	3.38906E-05	1.54836E-05	3.01283E-05
EG12167	8.43607E-05	0.000123704	8.7532E-05	0.000130857
EG11792	6.00473E-07	1.14755E-06	1.85745E-06	5.6565E-06
EG11791	0	2.39332E-06	0	6.43479E-06
G6268	8.38934E-05	7.89209E-05	0.000103603	6.68315E-05
G6869	0	3.19775E-05	1.99074E-06	2.31474E-05
EG10922	7.23551E-05	4.97237E-05	7.32493E-05	6.08362E-05
EG11190	3.99652E-05	2.21382E-05	2.77709E-05	1.19044E-05
EG12312	5.30519E-05	6.33132E-05	6.57811E-05	9.31646E-05
G6577	0.000102271	0.000142317	0.000148965	0.0001369
G6349	8.85844E-06	2.95177E-05	7.72877E-06	2.68432E-05
EG12150	3.25103E-05	6.7843E-05	1.90726E-05	4.41613E-05
EG12151	6.40988E-05	7.28102E-05	5.93242E-05	9.65576E-05
EG13238	6.87409E-05	9.82841E-05	8.97804E-05	0.000129509
EG11326	3.05301E-05	4.42765E-05	3.18147E-05	5.28465E-05
EG11327	3.9717E-06	2.23491E-05	8.87303E-06	1.53056E-05
G6246	3.81894E-05	3.37345E-05	1.78511E-05	2.96519E-05
G6569	5.2705E-05	7.97396E-05	3.87204E-05	6.99593E-05
EG11463	4.2536E-05	9.44192E-05	6.14933E-05	0.000107402
G7579	0.000454299	0.000331753	0.000614361	0.000357994
EG10160	6.24255E-05	5.76687E-05	6.54734E-05	6.35634E-05
EG12854	0.000431772	0.000491066	0.000553789	0.000560046
EG10161	2.90208E-07	8.87378E-06	1.19694E-06	6.46166E-06
EG10162	3.04178E-07	5.8131E-06	0	8.33566E-06
EG10163	9.71245E-05	0.000114075	8.82534E-05	0.000116964
G7816	0.000131518	0.000978855	0.000104711	0.000821187
G0-16649	7.19014E-06	0	0	0
EG10020	0.000319185	0.000167985	0.000249142	0.000197214
EG10338	0.000194613	0.000172348	0.000222916	0.000208948
EG12209	1.62902E-05	3.4591E-05	1.11979E-05	2.41807E-05
EG11217	3.51923E-05	0.000110971	5.35233E-05	6.02753E-05
